127.0.0.1 - - [16/Dec/2019:10:08:17 +0900] "GET / HTTP/1.1" 404 1115
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/shop/commentList.up?pnum=2 HTTP/1.1" 200 10
192.168.50.15 - - [16/Dec/2019:16:49:32 +0900] "GET /MyMVC/shop/likeDislikeCount.up?pnum=2 HTTP/1.1" 200 36
192.168.50.15 - - [16/Dec/2019:16:49:33 +0900] "POST /MyMVC/shop/cartAdd.up HTTP/1.1" 200 920
192.168.50.15 - - [16/Dec/2019:16:49:34 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31252
192.168.50.15 - - [16/Dec/2019:16:49:34 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:34 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:40 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 19738
192.168.50.15 - - [16/Dec/2019:16:49:41 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:41 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:44 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31252
192.168.50.15 - - [16/Dec/2019:16:49:44 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:44 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:49:51 +0900] "GET /MyMVC/shop/cartList.up?currentShowPageNo=2 HTTP/1.1" 200 29312
192.168.50.15 - - [16/Dec/2019:16:49:51 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:49:51 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:03 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:51:03 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:51:03 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:03 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:12 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:51:12 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
192.168.50.15 - - [16/Dec/2019:16:51:12 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:12 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:15 +0900] "GET /MyMVC/shop/cartList.up HTTP/1.1" 200 31267
192.168.50.15 - - [16/Dec/2019:16:51:15 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:15 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:17 +0900] "GET /MyMVC/shop/cartList.up?currentShowPageNo=2 HTTP/1.1" 200 29327
192.168.50.15 - - [16/Dec/2019:16:51:17 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:17 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:29 +0900] "POST /MyMVC/shop/orderAdd.up HTTP/1.1" 200 23
192.168.50.15 - - [16/Dec/2019:16:51:29 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 21918
192.168.50.15 - - [16/Dec/2019:16:51:29 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:29 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:42 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 21918
192.168.50.15 - - [16/Dec/2019:16:51:42 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:42 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:49 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:51:49 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:51:49 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:49 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:56 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:51:56 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
192.168.50.15 - - [16/Dec/2019:16:51:56 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:56 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:51:59 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 35773
192.168.50.15 - - [16/Dec/2019:16:51:59 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:51:59 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:52:01 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-38 HTTP/1.1" 200 1736
192.168.50.15 - - [16/Dec/2019:16:52:05 +0900] "GET /MyMVC/shop/odrcodeOwnerMemberInfo.up?odrcode=s20191216-38 HTTP/1.1" 200 1736
192.168.50.15 - - [16/Dec/2019:16:52:30 +0900] "POST /MyMVC/shop/admin/deliverStart.up HTTP/1.1" 200 972
192.168.50.15 - - [16/Dec/2019:16:52:33 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 35253
192.168.50.15 - - [16/Dec/2019:16:52:33 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:52:33 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:52:59 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:52:59 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:52:59 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:52:59 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:06 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:53:07 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
192.168.50.15 - - [16/Dec/2019:16:53:07 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:07 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:09 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 22054
192.168.50.15 - - [16/Dec/2019:16:53:09 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:09 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:18 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:53:18 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:53:18 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:18 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:26 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:53:26 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
192.168.50.15 - - [16/Dec/2019:16:53:26 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:26 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:30 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 35253
192.168.50.15 - - [16/Dec/2019:16:53:30 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:30 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:35 +0900] "POST /MyMVC/shop/admin/deliverEnd.up HTTP/1.1" 200 969
192.168.50.15 - - [16/Dec/2019:16:53:36 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 34745
192.168.50.15 - - [16/Dec/2019:16:53:36 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:36 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:43 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:53:43 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:53:43 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:43 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:50 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:53:50 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15287
192.168.50.15 - - [16/Dec/2019:16:53:50 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:50 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:53:52 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 22056
192.168.50.15 - - [16/Dec/2019:16:53:52 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:53:52 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:54:02 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:54:02 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:54:02 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:54:02 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:54:13 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:54:13 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
192.168.50.15 - - [16/Dec/2019:16:54:13 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:54:13 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:54:15 +0900] "GET /MyMVC/shop/orderList.up HTTP/1.1" 200 34745
192.168.50.15 - - [16/Dec/2019:16:54:15 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:54:15 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:16:54:23 +0900] "GET /MyMVC/login/logout.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:16:54:23 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15711
192.168.50.15 - - [16/Dec/2019:16:54:23 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:16:54:23 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:17:30:33 +0900] "POST /MyMVC/login/loginEnd.up HTTP/1.1" 302 -
192.168.50.15 - - [16/Dec/2019:17:30:33 +0900] "GET /MyMVC/index.up HTTP/1.1" 200 15395
192.168.50.15 - - [16/Dec/2019:17:30:33 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:17:30:33 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:17:30:45 +0900] "GET /MyMVC/shop/admin/productRegister.up HTTP/1.1" 200 23743
192.168.50.15 - - [16/Dec/2019:17:30:45 +0900] "GET /MyMVC/login/idFind.up HTTP/1.1" 200 2338
192.168.50.15 - - [16/Dec/2019:17:30:45 +0900] "GET /MyMVC/login/pwdFind.up HTTP/1.1" 200 3072
192.168.50.15 - - [16/Dec/2019:17:30:45 +0900] "GET /MyMVC/shop/admin/specNameJSON.up HTTP/1.1" 200 58
